#separator:tab
#html:false
Kompetenz	Proficiency
to endevor	bemühen
bemühen	to endevor
treason / betrayal	Verrat
Verrat	treason / betrayal
tray	Ofenblech
Ofenblech	tray
resurrection	Auferstehung
Auferstehung	resurrection
stain	Fleck
Fleck	stain
lint	Fussel
Fussel	lint
I have to dispose of this	Ich muss das entsorgen
Ich muss das entsorgen	I have to dispose of this
ground meat	Hackfleisch
Hackfleisch	ground meat
antler	Geweih
Geweih	antler
heap	Haufen
Haufen	heap
broth / stock	Brühe
Brühe	broth / stock
distiction	Unterscheidung·
Unterscheidung·	distiction
pass with distinction	mit Auszeichnung bestanden
mit Auszeichnung bestanden	pass with distinction
cooking extractor	Kochabzug
Kochabzug	cooking extractor
itinerary	Reiseplan/Reiseroute
Reiseplan/Reiseroute	itinerary
diligent	fleißig
fleißig	diligent
diligence	Sorgfalt
Sorgfalt	diligence
dazzling	blendend
blendend	dazzling
collar	Kragen
Kragen	collar
genuine	echt
echt	genuine
to pop a pimple	Pickel ausdrücken
Pickel ausdrücken	to pop a pimple
to audit	prüfen
prüfen	to audit
disseminate	verbreiten
verbreiten	disseminate
plethora	Fülle
Fülle	plethora
benificiaries	Begünstigte
Begünstigte	benificiaries
paucity	Mangel
Mangel	paucity
akin to	verwandt mit
verwandt mit	akin to
hinges on	hängt davon ab
hängt davon ab	hinges on
circumscription	Umschreibung
Umschreibung	circumscription
to spur	anspornen
anspornen	to spur
to excel	übertreffen
übertreffen	to excel
aviation	Luftfahrt
Luftfahrt	aviation
contemporary	zeitgenössisch
zeitgenössisch	contemporary
pertinent	relevant
relevant	pertinent
to merit	verdienen
verdienen	to merit
debt	Schulden
Schulden	debt
seagull	Möwe
Möwe	seagull
persuade	überreden
überreden	persuade
the wake	die Totenwache
die Totenwache	the wake
flour	Mehl
Mehl	flour
hinge	Scharnier
Scharnier	hinge
sympatisch	pleasent/friendly
pleasent/friendly	sympatisch
dragenfly	Libelle
Libelle	dragenfly
being content	zufrieden sein
zufrieden sein	being content
porcelain	Porzellan
Porzellan	porcelain
pike	Spieß
Spieß	pike
gracefully	anmutig/reizend
anmutig/reizend	gracefully
reassuring	beruhigend
beruhigend	reassuring
soundness	Solidität
Solidität	soundness
repercussions	Auswirkungen
Auswirkungen	repercussions
parsimonious	sparsam
sparsam	parsimonious
deterrents	Abschreckungsmittel
Abschreckungsmittel	deterrents
ascertain	ermitteln
ermitteln	ascertain
admittedly	freilich/zugegeben
freilich/zugegeben	admittedly
ideation	Idee
Idee	ideation
scrutiny	Prüfung
Prüfung	scrutiny
provenance	Herkunft
Herkunft	provenance
lineage	Abstammung
Abstammung	lineage
authoritative	maßgeblich
maßgeblich	authoritative
to complicate	erschweren
erschweren	to complicate
adept	geschickt
geschickt	adept
Wagen auf einer Parade	float
float	Wagen auf einer Parade
to impose	auferlegen
auferlegen	to impose
neat	sauber/reinlich/nett/elegant
sauber/reinlich/nett/elegant	neat
oversight	Aufsicht
Aufsicht	oversight
breaded	paniert
paniert	breaded
celeriac	Sellerie
Sellerie	celeriac
untenable	unhaltbar
unhaltbar	untenable
chronicled	aufgezeichent
aufgezeichent	chronicled
retention	Zurückbehaltung
Zurückbehaltung	retention
away game	Auswärtsspiel
Auswärtsspiel	away game
courageous	mutig
mutig	courageous
oumph	Schwung
Schwung	oumph
to scold someone	jmd. beschimpfen
jmd. beschimpfen	to scold someone
grateful	dankbar
dankbar	grateful
winter bliss	Winterglück
Winterglück	winter bliss
fallow	Brache
Brache	fallow
indulge	frönen/nachgeben/sich hingeben
frönen/nachgeben/sich hingeben	indulge
head start	Vorsprung
Vorsprung	head start
to pledge	verpfänden
verpfänden	to pledge
lopsided	schief
schief	lopsided
hostage	Geisel
Geisel	hostage
Unmut	displeasure
displeasure	Unmut
verlängert	prolonged
prolonged	verlängert
alluded	angedeutet
angedeutet	alluded
presently	gegenwärtig
gegenwärtig	presently
to entrench	verschanzen
verschanzen	to entrench
whims	Launen
Launen	whims
Hereinafter	Im Folgenden
Im Folgenden	Hereinafter
pervasive	allgegenwärtig
allgegenwärtig	pervasive
ascertained	festgestellt/ermittelt
festgestellt/ermittelt	ascertained
reluctant	widerwillig
widerwillig	reluctant
absent	abwesend
abwesend	absent
conspicuously	auffällig
auffällig	conspicuously
owe	verdanken
verdanken	owe
virtuous	tugendhaft
tugendhaft	virtuous
to preclude	ausschließen
ausschließen	to preclude
das Inkrafttreten	The entry into force
The entry into force	das Inkrafttreten
tweezers	Pinzette
Pinzette	tweezers
whitsun	Pfingsten
Pfingsten	whitsun
to squint	schielen
schielen	to squint
to taper	verjüngend
verjüngend	to taper
etwas ausklingen lassen	let it taper
let it taper	etwas ausklingen lassen
Verlosung	raffle
raffle	Verlosung
to resonate	mitschwingen
mitschwingen	to resonate
withdrawal	Rückzug/Abzug
Rückzug/Abzug	withdrawal
Alltäglichkeit	mundanity
mundanity	Alltäglichkeit
bereft	beraubt
beraubt	bereft
exasperated	verärgert
verärgert	exasperated
to soothe	beruhigen
beruhigen	to soothe
parsnips	Pastinaken
Pastinaken	parsnips
drängeln	to jostle
to jostle	drängeln
meticulous	sorgfältig
sorgfältig	meticulous
grief	Kummer
Kummer	grief
disgust	Kummer
Kummer	disgust
ledge	Leiste/Schlucht
Leiste/Schlucht	ledge
knitwear	Strickwaren
Strickwaren	knitwear
to vendomn	abonnieren
abonnieren	to vendomn
farewell	Abschied
Abschied	farewell
Spargel	asparagus
asparagus	Spargel
bang for buck	Preis-Leistungs-Verhältnis
Preis-Leistungs-Verhältnis	bang for buck
einschüchtern	intimidate
intimidate	einschüchtern
squirming	windend
windend	squirming
solace	Trost
Trost	solace
arduous	mühsam
mühsam	arduous
excavation	Ausgrabung
Ausgrabung	excavation
laborious	mühsam
mühsam	laborious
limbs	Glieder
Glieder	limbs
vigilant	wachsam
wachsam	vigilant
tamper	Manipulation
Manipulation	tamper
ein ziehen (im Bein)	a pulling sensation
a pulling sensation	ein ziehen (im Bein)
carousel	Karussell
Karussell	carousel
aspirations	Bestrebung/Hoffnung
Bestrebung/Hoffnung	aspirations
affairs	Angelegenheiten
Angelegenheiten	affairs
meager	dürftig
dürftig	meager
to yearn	sich sehnen
sich sehnen	to yearn
wreath	Kranz
Kranz	wreath
to bargain	verhandeln
verhandeln	to bargain
mourning	Trauer
Trauer	mourning
vindicated	bestätigt
bestätigt	vindicated
to groom	pflegen (z.B. wenn Affen sich pflegen)
pflegen (z.B. wenn Affen sich pflegen)	to groom
mating season	Paarungszeit
Paarungszeit	mating season
reciprocal	gegenseitig
gegenseitig	reciprocal
to reciprocate	erwidern
erwidern	to reciprocate
pronounced	ausgeprägt
ausgeprägt	pronounced
necktie	Krawatte
Krawatte	necktie
solicitor	Rechtsanwalt
Rechtsanwalt	solicitor
animal shelter	Tierheim
Tierheim	animal shelter
to vow	schwören/ feierlich geloben
schwören/ feierlich geloben	to vow
miraculous	wunder-
wunder-	miraculous
seesaw	Wippe
Wippe	seesaw
sparkling wine	Sekt
Sekt	sparkling wine
abandonment	Aufgabe (etwas hinwerfen)
Aufgabe (etwas hinwerfen)	abandonment
entrails	Eingeweide
Eingeweide	entrails
to garner	sammeln
sammeln	to garner
flounder	Flunder (Fisch)
Flunder (Fisch)	flounder
complexion	Teint
Teint	complexion
crain	Kranich
Kranich	crain
tentatively	vorläufig
vorläufig	tentatively
stork	Storch
Storch	stork
atteria	Atterie
Atterie	atteria
vein	Vene
Vene	vein
perplexity	Verwirrung
Verwirrung	perplexity
extrapolation	Hochrechnung
Hochrechnung	extrapolation
culminate	gipfeln
gipfeln	culminate
evoke	hervorrufen
hervorrufen	evoke
envy	Neid
Neid	envy
wand	Zauberstab
Zauberstab	wand
deluged	überschwemmt
überschwemmt	deluged
poignant	ergreifend
ergreifend	poignant
menace	Bedrohung
Bedrohung	menace
subdue	unterwerfen
unterwerfen	subdue
stoutly	kräftig
kräftig	stoutly
grim	grimmig
grimmig	grim
sought (seek)	gesucht
gesucht	sought (seek)
famine	Hungersnot
Hungersnot	famine
bewilderment	Verwirrung
Verwirrung	bewilderment
predicament	Dilemma
Dilemma	predicament
savory food	herzhaftes Essen
herzhaftes Essen	savory food
funnel	Trichter
Trichter	funnel
mere	bloß
bloß	mere
sinister	unheimlich
unheimlich	sinister
wheat	Weizen
Weizen	wheat
insatiable	unersättlich
unersättlich	insatiable
affluent	wohlhabend
wohlhabend	affluent
to endeavour	bemühen
bemühen	to endeavour
refrain from	unterlassen
unterlassen	refrain from
spouses	Ehepartner
Ehepartner	spouses
to elope	durchbrennen
durchbrennen	to elope
bedevilled	geplagt
geplagt	bedevilled
chasm	Kluft
Kluft	chasm
superfluous	überflüssig
überflüssig	superfluous
yeast	Hefe
Hefe	yeast
tendon	Sehne
Sehne	tendon
frankly	ehrlich gesagt
ehrlich gesagt	frankly
to be lean	schlank sein
schlank sein	to be lean
opacity	fettleibig
fettleibig	opacity
footbridge	Steg
Steg	footbridge
animosities	Feindseligkeiten
Feindseligkeiten	animosities
measles	Masern
Masern	measles
veneer	Furnier
Furnier	veneer
concoction	Gebräu
Gebräu	concoction
teetering	schwankend
schwankend	teetering
verge	Rand
Rand	verge
attentive	aufmerksam
aufmerksam	attentive
dreaded	gefürchtet
gefürchtet	dreaded
brass	Messing
Messing	brass
vain	vergeblich
vergeblich	vain
don't take it in vain	nimm es nicht umsonst
nimm es nicht umsonst	don't take it in vain
cease	aufhören
aufhören	cease
niggling	nörgelnd
nörgelnd	niggling
devotedly	hingebungsvoll
hingebungsvoll	devotedly
to wage a war	Krieg führen
Krieg führen	to wage a war
to perish	verenden
verenden	to perish
pliers	Zange
Zange	pliers
ore	Erz
Erz	ore
cairn	Steinhaufen
Steinhaufen	cairn
secular	weltlich
weltlich	secular
bigotry	Fanatismus
Fanatismus	bigotry
decipher	entziffern
entziffern	decipher
crusade	Kreuzzug
Kreuzzug	crusade
woefully	erbärmlich
erbärmlich	woefully
urge	Drang
Drang	urge
cod	Kabeljau
Kabeljau	cod
unprecedented	beispiellos
beispiellos	unprecedented
Gartenschlauch	garden hose
garden hose	Gartenschlauch
justifiable	vertretbar
vertretbar	justifiable
pasture	Weide
Weide	pasture
folding rule	Zollstock
Zollstock	folding rule
to deal with sth.	sich mit etwas beschäftigen
sich mit etwas beschäftigen	to deal with sth.
torch	Fackel
Fackel	torch
endorsement	Billigung
Billigung	endorsement
to endorse	unterstützen
unterstützen	to endorse
to vacate	räumen
räumen	to vacate
premises	Firmenglände
Firmenglände	premises
scurried	huschte
huschte	scurried
blowtorch	Lötlampe
Lötlampe	blowtorch
gullies	Schluchten
Schluchten	gullies
tributary	Nebenfluss
Nebenfluss	tributary
bedrock	Grundstein
Grundstein	bedrock
striation	Streifen
Streifen	striation
solemn	feierlich
feierlich	solemn
devotion	Hingabe
Hingabe	devotion
perpetuate	verewigen
verewigen	perpetuate
devine	göttlich
göttlich	devine
to err	irren
irren	to err
sewage	Abwasser
Abwasser	sewage
gullibility	Leichtgläubigkeit
Leichtgläubigkeit	gullibility
tearing	reißen
reißen	tearing
lavatory	Toilette
Toilette	lavatory
utmost	äußerste
äußerste	utmost
chore	lästige Pflicht
lästige Pflicht	chore
curd	Quark
Quark	curd
